attack_id,attack_name,card_id,card_name,inflicts_poisoned,inflicts_burned,inflicts_paralyzed,inflicts_confused,inflicts_asleep,coin_flip,discards_energy,discards_own_hand,heals,draws_cards,switches_pokemon,prevents_or_reduces_damage,hits_the_bench,self_damage,references_knock_out,ignores_weakness_resistance
273,Flare,202,Victini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Torcherto,203,Skeledirge,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
275,Light Punch,204,Charcadet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Flamethrower,204,Charcadet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,Spicy Rage,205,Scovillain ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Leap Out,206,Feebas,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
279,Hypno Splash,207,Milotic ex,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
280,Sprinkle Water,208,Shellos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Icicle Loop,209,Chien-Pao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Topaz Bolt,210,Pikachu ex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
283,Electric Ball,211,Magneton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Crushing Pulse,212,Rotom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Energy Short,212,Rotom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Summon Lightning,213,Tapu Koko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Prize Count,213,Tapu Koko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Speed Wing,214,Togekiss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Painful Memories,215,Uxie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Full Heart,216,Mesprit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Guardian Burst,216,Mesprit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292,Neurokinesis,217,Azelf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Mumble,218,Yamask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Petty Grudge,218,Yamask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Law of the Underworld,219,Cofagrigus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Spooky Shot,219,Cofagrigus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,See Through,220,Espurr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Psyshot,220,Espurr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Psyshot,221,Meowstic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Electromagnetic Sonar,222,Dedenne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Gnaw,222,Dedenne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Sand Tomb,223,PalossandEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Barite Jail,223,PalossandEX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
304,Tantrum,224,Annihilape,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
305,Destined Fight,224,Annihilape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306,Mud Shot,225,Gastrodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Unrelenting Onslaught,226,Koraidon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Hammer In,226,Koraidon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Stomp Off,227,Deino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Bite,227,Deino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Stomp Off,228,Zweilous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Darkness Fang,228,Zweilous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Crashing Headbutt,229,Hydreigon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Obsidian,229,Hydreigon ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
315,Poison Chain,230,Pecharunt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Surprise Pump,231,Tatsugiri ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Cinnabar Lure,231,Tatsugiri ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
318,Great Swing,232,Slaking ex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
319,Ready to Ram,233,Bouffalant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,Smashing Headbutt,233,Bouffalant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
321,Prism Charge,234,Terapagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Hard Tackle,234,Terapagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Itchy Pollen,235,Budew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Verdant Storm,236,Leafeon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Moss Agate,236,Leafeon ex,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
326,Triple Spin,237,Cottonee,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
327,Seed Bomb,238,Whimsicott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Burning Charge,239,Flareon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Carnelian,239,Flareon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Rapid Draw,240,Seaking,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
331,Severe Squall,241,Vaporeon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Aquamarine,241,Vaporeon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Flail,242,Feebas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Frost Bullet,243,Glaceon ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
335,Euclase,243,Glaceon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Flashing Spear,244,Jolteon ex,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
337,Dravite,244,Jolteon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Strange Hacking,245,Alakazam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,Psychic,245,Alakazam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Psych Out,246,Espeon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Amazez,246,Espeon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Sneaky Placement,247,Swirlix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Moon Mirage,248,Umbreon ex,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,Onyx,248,Umbreon ex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345,Coruscating Quartz,249,Eevee ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Tackle,250,Hoothoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Jewel Breaker,251,Regigigas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Bug Bite,252,Caterpie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Harden,253,Metapod,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
350,Scale Hurricane,254,Butterfree,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
351,Corner,255,Maractus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Searing Flame,256,Magmortar,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353,Rolling Tackle,257,N’s Darumaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Flare,257,N’s Darumaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Back Draft,258,N’s Darmanitan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Flamebody Cannon,258,N’s Darmanitan,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
357,Scorching Cyclone,259,Volcanion ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
358,Water Gun,260,Lotad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Aqua Slash,261,Lombre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Hydro Splash,262,Ludicolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Surf,263,Wailmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Hydro Pump,264,Wailord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Voltaic Chain,265,Iono’s Voltorb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Thump-Thump Boom,266,Iono’s Electrode,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
365,Electric Ball,266,Iono’s Electrode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Zapping Short,267,N’s Joltik,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Tiny Charge,268,Iono’s Tadbulb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Thunderous Bolt,269,Iono’s Bellibolt ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Quick Attack,270,Iono’s Wattrel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
370,Mach Bolt,271,Iono’s Kilowattrel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Full Moon Rondo,272,Lillie’s Clefairy ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
372,Cursed Words,273,Banette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Spooky Shot,273,Banette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Spinning Attack,274,Beldum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Beam,274,Beldum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Psypunch,275,Metang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Zen Headbutt,275,Metang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Wrack Down,276,Metagross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Conjoined Beams,276,Metagross,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,Psychic Sphere,277,N’s Sigilyph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Victory Symbol,277,N’s Sigilyph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Hold Still,278,Lillie’s Cutiefly,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,Magical Shot,279,Lillie’s Ribombee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Inviting Flowers,280,Lillie’s Comfey,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
385,Fade Out,280,Lillie’s Comfey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Call for Family,281,Swinub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
387,Lunge Out,281,Swinub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Strength,282,Piloswine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Impaling Tusk,282,Piloswine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Rumbling March,283,Mamoswine ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
391,Crunch,284,Larvitar,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
392,Take Down,285,Pupitar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
393,Dig It Up,286,Rockruff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Stampede,286,Rockruff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Clamping Fangs,287,Lycanroc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Turf Maker,288,Hop’s Silicobra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Gnaw,288,Hop’s Silicobra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Rumble,289,Hop’s Sandaconda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Break Ground,289,Hop’s Sandaconda,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
400,Cracking Stomp,290,Tyranitar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Thieving Swipe,291,N’s Purrloin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Scratch,292,N’s Zorua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Night Joker,293,N’s Zoroark ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
404,Double Spin,294,N’s Klink,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405,Spinning Gears,295,N’s Klang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
406,Confront,295,N’s Klang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Magnetic Blast,296,N’s Klinklang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Triple Smash,296,N’s Klinklang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
409,Spike Draw,297,Magearna,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
410,Shoot Through,298,Hop’s Corviknight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
411,Steel Wing,298,Hop’s Corviknight,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
412,Insta-Strike,299,Hop’s Zacian ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
413,Brave Slash,299,Hop’s Zacian ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Bite,300,Bagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Reckless Charge,300,Bagon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
416,Guard Press,301,Shelgon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
417,Heavy Impact,301,Shelgon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Wide Blast,302,Salamence ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
419,Dragon Impact,302,Salamence ex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
420,Powerful Rage,303,N’s Reshiram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Virtuous Flame,303,N’s Reshiram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Dynamic Press,304,Hop’s Snorlax,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
423,Trading Places,305,Dunsparce,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
424,Ram,305,Dunsparce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Tenacious Tail,306,Dudunsparce ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Destructive Drill,306,Dudunsparce ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Intimidating Stare,307,Hop’s Rookidee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,Peck,307,Hop’s Rookidee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Speed Dive,308,Hop’s Corvisquire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Razor Wing,308,Hop’s Corvisquire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Smash Kick,309,Hop’s Wooloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Headbutt,310,Hop’s Dubwool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Fickle Spitting,311,Hop’s Cramorant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Magnetic Burst,312,Sandy Shocks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Power Gem,312,Sandy Shocks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Repulsion Bolt,313,Miraidon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Cyber Drive,313,Miraidon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Rollout,314,Marill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Double-Edge,315,Azumarill,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
440,Magical Charm,316,Sylveon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
441,Angelite,316,Sylveon ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
442,Reckless Charge,317,Eevee,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
443,Flap,318,Ho-Oh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Shining Blaze,318,Ho-Oh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
445,Will-O-Wisp,319,Charcadet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Abyssal Flames,320,Ceruledge ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Raging Amethyst,320,Ceruledge ex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
448,Leaf Step,321,Petilil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Spinning Attack,322,Lilligant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Rear Kick,323,Nymble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Scratch,324,Torchic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Slash,325,Combusken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Smolder-sault,326,Blaziken ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Water Gun,327,Slowpoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Tail Whap,327,Slowpoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Tail Whap,328,Pikachu ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Thunder,328,Pikachu ex,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,Linked Lightning,329,Tapu Koko ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459,Magical Shot,330,Sylveon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Aurora Beam,331,XerneasEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Rising Horns,331,XerneasEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Bind Down,332,Dhelmise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Anchor Smash,332,Dhelmise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Quick Attack,333,Riolu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
465,Claw Slash,334,Sneasel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Hammer In,335,Bronzor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Steel Armament,336,Zacian ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Slashing Strike,336,Zacian ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Hyper Whirlpool,337,LugiaEX,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
470,Vise Grip,338,Ethan's Pinsir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Rallying Horn,338,Ethan's Pinsir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
472,Whirlwind,339,Yanma,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
473,Razor Wing,339,Yanma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Jet Cyclone,340,Yanmega ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
475,Spike Sting,341,Cynthia's Roselia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Leaf Step,342,Cynthia's Roserade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Smash Kick,343,Shaymin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Ascension,344,Dwebble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Superb Scissors,345,Crustle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Mini Drain,346,Applin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,Energy Loop,347,Dipplin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Hydra Breath,348,Hydrapple,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
483,Whip Smash,348,Hydrapple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Grass Kagura,349,Teal Mask Ogerpon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Ogre’s Hammer,349,Teal Mask Ogerpon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Double Headbutt,350,Ponyta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
487,Fire Mane,351,Rapidash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Ember,352,Ethan's Cyndaquil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,Combustion,353,Ethan's Quilava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Buddy Blast,354,Ethan's Typhlosion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Steam Artillery,354,Ethan's Typhlosion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Steady Firebreathing,355,Ethan's Slugma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Lava Burst,356,Ethan's Magcargo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
494,Shining Feathers,357,Ethan's Ho-Oh ex,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,Fire Kagura,358,Hearthflame Mask Ogerpon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Searing Flame,358,Hearthflame Mask Ogerpon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Sprinkle Water,359,Misty's Psyduck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Bubble Beam,360,Misty's Staryu,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
499,Abrupt Flash,361,Misty's Starmie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Splash,362,Misty's Magikarp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Splashing Panic,363,Misty's Gyarados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Waterfall,363,Misty's Gyarados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Swim Together,364,Misty's Lapras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Surf,364,Misty's Lapras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Undulate,365,Cynthia's Feebas,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
506,Aqua Split,366,Cynthia's Milotic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
507,Tail Whap,367,Buizel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Wave Splash,367,Buizel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Whirlpool,368,Floatzel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
510,Aqua Slash,368,Floatzel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Avenging Billow,369,Dondozo ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Dynamic Dive,369,Dondozo ex,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
513,Water Kagura,370,Wellspring Mask Ogerpon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Bubble Drain,370,Wellspring Mask Ogerpon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,Electroslug,371,Electabuzz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Dual Bolt,372,Electivire ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
517,High-Voltage Press,372,Electivire ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Zapping Draw,373,Ethan's Pichu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
519,Rear Kick,374,Electrike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Tiny Bolt,374,Electrike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Zap Kick,375,Manectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Flash Impact,375,Manectric,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
523,Astonish,376,Rotom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Gadget Show,376,Rotom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Scratch,377,Zeraora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Thunder Raid,377,Zeraora,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
527,Impound,378,Ethan's Sudowoodo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Try to Imitate,378,Ethan's Sudowoodo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
529,Rock Hurl,379,Cynthia's Gible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Dragonslice,380,Cynthia's Gabite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Corkscrew Dive,381,Cynthia's Garchomp ex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
532,Draconic Buster,381,Cynthia's Garchomp ex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
533,Running Charge,382,Mudbray,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,Heavy Impact,383,Mudsdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Slight Intrusion,384,Arven's Toedscool,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
536,Pull,385,Arven's Toedscruel,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
537,Reckless Charge,385,Arven's Toedscruel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
538,Rock Kagura,386,Cornerstone Mask Ogerpon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Mountain Ramming,386,Cornerstone Mask Ogerpon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Raging Curse,387,Cynthia's Spiritomb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
541,Stampede,388,Arven's Maschiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Confront,388,Arven's Maschiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
