card_id,name,jp_name,expansion,jp_expansion,collection_no,jp_collection_no,card_type,stage,rule_text,category,hp,energy_type,weakness_type,resistance_type,retreat_cost,is_ex,is_mega_ex,is_tera,is_ace_spec,evolves_from,evolution_stage_number,num_attacks,num_abilities,has_ability,attack_ids
314,Marill,マリル,SCR,SVI,33,013/066,POKEMON,Basic,n/a,n/a,70,WATER,LIGHTNING,,1,False,False,False,False,,1,1,0,False,438
315,Azumarill,マリルリ,SSP,SVLN,74,004/022,POKEMON,Stage1,n/a,n/a,120,PSYCHIC,METAL,,2,False,False,False,False,Marill,2,1,1,True,439
316,Sylveon ex,ニンフィアex,SSP,MC,86,299/742,POKEMON,Stage1,Pokémon ex,Tera(Stellar),270,PSYCHIC,METAL,,2,True,False,True,False,Eevee,2,2,0,False,440;441
317,Eevee,イーブイ,SSP,MC,143,565/742,POKEMON,Basic,n/a,n/a,50,COLORLESS,FIGHTING,,1,False,False,False,False,,1,1,1,True,442
318,Ho-Oh,ホウオウ,SSP,SVLS,19,003/022,POKEMON,Basic,n/a,n/a,130,FIRE,LIGHTNING,FIGHTING,2,False,False,False,False,,1,2,0,False,443;444
319,Charcadet,カルボウ,SSP,M2a,32,030/193,POKEMON,Basic,n/a,n/a,70,FIRE,WATER,,1,False,False,False,False,,1,1,0,False,445
320,Ceruledge ex,ソウブレイズex,SSP,M2a,36,031/193,POKEMON,Stage1,Pokémon ex,Tera(Stellar),270,FIRE,WATER,,2,True,False,True,False,Charcadet,2,2,0,False,446;447
321,Petilil,チュリネ,JTG,SVM,6,007/175,POKEMON,Basic,n/a,n/a,50,GRASS,FIRE,,1,False,False,False,False,,1,1,0,False,448
322,Lilligant,ドレディア,JTG,SVM,7,008/175,POKEMON,Stage1,n/a,n/a,110,GRASS,FIRE,,2,False,False,False,False,Petilil,2,1,1,True,449
323,Nymble,マメバッタ,JTG,SVM,19,013/175,POKEMON,Basic,n/a,n/a,50,GRASS,FIRE,,1,False,False,False,False,,1,1,0,False,450
324,Torchic,アチャモ,JTG,SVM,22,014/175,POKEMON,Basic,n/a,n/a,60,FIRE,WATER,,1,False,False,False,False,,1,1,0,False,451
325,Combusken,ワカシャモ,JTG,SVM,23,015/175,POKEMON,Stage1,n/a,n/a,90,FIRE,WATER,,2,False,False,False,False,Torchic,2,1,0,False,452
326,Blaziken ex,バシャーモex,JTG,SVM,24,016/175,POKEMON,Stage2,Pokémon ex,n/a,320,FIRE,WATER,,2,True,False,False,False,Combusken,3,1,1,True,453
327,Slowpoke,ヤドン,PRE,SVM,18,027/175,POKEMON,Basic,n/a,n/a,70,WATER,LIGHTNING,,2,False,False,False,False,,1,2,0,False,454;455
328,Pikachu ex,ピカチュウex,PRE,SVM,28,038/175,POKEMON,Basic,Pokémon ex,n/a,190,LIGHTNING,FIGHTING,,1,True,False,False,False,,1,2,0,False,456;457
329,Tapu Koko ex,カプ・コケコex,JTG,SVM,51,046/175,POKEMON,Basic,Pokémon ex,n/a,200,LIGHTNING,FIGHTING,,0,True,False,False,False,,1,1,0,False,458
330,Sylveon,ニンフィア,PRE,SVM,40,050/175,POKEMON,Stage1,n/a,n/a,120,PSYCHIC,METAL,,1,False,False,False,False,Eevee,2,1,1,True,459
331,XerneasEX,ゼルネアスex,PROMO,SVM,179,052/175,POKEMON,Basic,Pokémon ex,n/a,210,PSYCHIC,METAL,,1,True,False,False,False,,1,2,0,False,460;461
332,Dhelmise,ダダリン,JTG,SVM,70,055/175,POKEMON,Basic,n/a,n/a,130,PSYCHIC,DARKNESS,FIGHTING,3,False,False,False,False,,1,2,0,False,462;463
333,Riolu,リオル,PRE,SVM,50,064/175,POKEMON,Basic,n/a,n/a,70,FIGHTING,PSYCHIC,,1,False,False,False,False,,1,1,0,False,464
334,Sneasel,ニューラ,PRE,SVM,61,075/175,POKEMON,Basic,n/a,n/a,60,DARKNESS,GRASS,,0,False,False,False,False,,1,1,0,False,465
335,Bronzor,ドーミラー,PRE,SVM,66,081/175,POKEMON,Basic,n/a,n/a,70,METAL,FIRE,GRASS,1,False,False,False,False,,1,1,0,False,466
336,Zacian ex,ザシアンex,SVP,SVM,198,089/175,POKEMON,Basic,Pokémon ex,n/a,220,METAL,FIRE,GRASS,2,True,False,False,False,,1,2,0,False,467;468
337,LugiaEX,ルギアex,PRE,SVM,82,097/175,POKEMON,Basic,Pokémon ex,n/a,220,COLORLESS,LIGHTNING,FIGHTING,2,True,False,False,False,,1,1,0,False,469
338,Ethan's Pinsir,ヒビキのカイロス,DRI,M2a,1,001/193,POKEMON,Basic,n/a,Trainer's Pokémon(Ethan),120,GRASS,FIRE,,2,False,False,False,False,,1,2,0,False,470;471
339,Yanma,ヤンヤンマ,DRI,MC,2,021/742,POKEMON,Basic,n/a,n/a,70,GRASS,LIGHTNING,FIGHTING,1,False,False,False,False,,1,2,0,False,472;473
340,Yanmega ex,メガヤンマex,DRI,MC,3,022/742,POKEMON,Stage1,Pokémon ex,n/a,280,GRASS,LIGHTNING,FIGHTING,1,True,False,False,False,Yanma,2,1,1,True,474
341,Cynthia's Roselia,シロナのロゼリア,DRI,MC,7,032/742,POKEMON,Basic,n/a,Trainer's Pokémon(Cynthia),70,GRASS,FIRE,,1,False,False,False,False,,1,1,0,False,475
342,Cynthia's Roserade,シロナのロズレイド,DRI,MC,8,033/742,POKEMON,Stage1,n/a,Trainer's Pokémon(Cynthia),130,GRASS,FIRE,,1,False,False,False,False,Cynthia's Roselia,2,1,1,True,476
343,Shaymin,シェイミ,DRI,MA,10,001/043,POKEMON,Basic,n/a,n/a,80,GRASS,FIRE,,1,False,False,False,False,,1,1,1,True,477
344,Dwebble,イシズマイ,DRI,MC,11,045/742,POKEMON,Basic,n/a,n/a,70,GRASS,FIRE,,2,False,False,False,False,,1,1,0,False,478
345,Crustle,イワパレス,DRI,MC,12,046/742,POKEMON,Stage1,n/a,n/a,150,GRASS,FIRE,,3,False,False,False,False,Dwebble,2,1,1,True,479
346,Applin,カジッチュ,DRI,SV9a,16,009/063,POKEMON,Basic,n/a,n/a,40,GRASS,FIRE,,1,False,False,False,False,,1,1,0,False,480
347,Dipplin,カミッチュ,DRI,SV9a,17,010/063,POKEMON,Stage1,n/a,n/a,90,GRASS,FIRE,,3,False,False,False,False,Applin,2,1,0,False,481
348,Hydrapple,カミツオロチ,DRI,SV9a,18,011/063,POKEMON,Stage2,n/a,n/a,170,GRASS,FIRE,,3,False,False,False,False,Dipplin,3,2,0,False,482;483
349,Teal Mask Ogerpon,オーガポン みどりのめん,DRI,MC,26,081/742,POKEMON,Basic,n/a,n/a,110,GRASS,FIRE,,1,False,False,False,False,,1,2,0,False,484;485
350,Ponyta,ポニータ,DRI,SV9a,29,013/063,POKEMON,Basic,n/a,n/a,70,FIRE,WATER,,1,False,False,False,False,,1,1,0,False,486
351,Rapidash,ギャロップ,DRI,MC,30,090/742,POKEMON,Stage1,n/a,n/a,110,FIRE,WATER,,1,False,False,False,False,Ponyta,2,1,1,True,487
352,Ethan's Cyndaquil,ヒビキのヒノアラシ,DRI,SV9a,32,015/063,POKEMON,Basic,n/a,Trainer's Pokémon(Ethan),70,FIRE,WATER,,1,False,False,False,False,,1,1,0,False,488
353,Ethan's Quilava,ヒビキのマグマラシ,DRI,SV9a,33,016/063,POKEMON,Stage1,n/a,Trainer's Pokémon(Ethan),100,FIRE,WATER,,1,False,False,False,False,Ethan's Cyndaquil,2,1,1,True,489
354,Ethan's Typhlosion,ヒビキのバクフーン,DRI,SV9a,34,017/063,POKEMON,Stage2,n/a,Trainer's Pokémon(Ethan),170,FIRE,WATER,,2,False,False,False,False,Ethan's Quilava,3,2,0,False,490;491
355,Ethan's Slugma,ヒビキのマグマッグ,DRI,M2a,35,018/193,POKEMON,Basic,n/a,Trainer's Pokémon(Ethan),80,FIRE,WATER,,2,False,False,False,False,,1,1,0,False,492
356,Ethan's Magcargo,ヒビキのマグカルゴ,DRI,M2a,36,019/193,POKEMON,Stage1,n/a,Trainer's Pokémon(Ethan),130,FIRE,WATER,,3,False,False,False,False,Ethan's Slugma,2,1,1,True,493
357,Ethan's Ho-Oh ex,ヒビキのホウオウex,DRI,M2a,39,021/193,POKEMON,Basic,Pokémon ex,Trainer's Pokémon(Ethan),230,FIRE,WATER,,2,True,False,False,False,,1,1,1,True,494
358,Hearthflame Mask Ogerpon,オーガポン かまどのめん,DRI,MC,44,148/742,POKEMON,Basic,n/a,n/a,110,FIRE,WATER,,1,False,False,False,False,,1,2,0,False,495;496
359,Misty's Psyduck,カスミのコダック,DRI,SV9a,45,022/063,POKEMON,Basic,n/a,Trainer's Pokémon(Misty),70,WATER,LIGHTNING,,1,False,False,False,False,,1,1,1,True,497
360,Misty's Staryu,カスミのヒトデマン,DRI,MC,46,155/742,POKEMON,Basic,n/a,Trainer's Pokémon(Misty),70,WATER,LIGHTNING,,1,False,False,False,False,,1,1,0,False,498
361,Misty's Starmie,カスミのスターミー,DRI,MC,47,156/742,POKEMON,Stage1,n/a,Trainer's Pokémon(Misty),100,WATER,LIGHTNING,,1,False,False,False,False,Misty's Staryu,2,1,0,False,499
362,Misty's Magikarp,カスミのコイキング,DRI,MC,48,157/742,POKEMON,Basic,n/a,Trainer's Pokémon(Misty),30,WATER,LIGHTNING,,1,False,False,False,False,,1,1,1,True,500
363,Misty's Gyarados,カスミのギャラドス,DRI,MC,49,158/742,POKEMON,Stage1,n/a,Trainer's Pokémon(Misty),180,WATER,LIGHTNING,,4,False,False,False,False,Misty's Magikarp,2,2,0,False,501;502
364,Misty's Lapras,カスミのラプラス,DRI,MC,50,160/742,POKEMON,Basic,n/a,Trainer's Pokémon(Misty),110,WATER,LIGHTNING,,1,False,False,False,False,,1,2,0,False,503;504
365,Cynthia's Feebas,シロナのヒンバス,DRI,SV9a,52,028/063,POKEMON,Basic,n/a,Trainer's Pokémon(Cynthia),30,WATER,LIGHTNING,,1,False,False,False,False,,1,1,0,False,505
366,Cynthia's Milotic,シロナのミロカロス,DRI,SV9a,53,029/063,POKEMON,Stage1,n/a,Trainer's Pokémon(Cynthia),130,WATER,LIGHTNING,,2,False,False,False,False,Cynthia's Feebas,2,1,0,False,506
367,Buizel,ブイゼル,DRI,MC,57,193/742,POKEMON,Basic,n/a,n/a,70,WATER,LIGHTNING,,1,False,False,False,False,,1,2,0,False,507;508
368,Floatzel,フローゼル,DRI,MC,58,194/742,POKEMON,Stage1,n/a,n/a,120,WATER,LIGHTNING,,1,False,False,False,False,Buizel,2,2,0,False,509;510
369,Dondozo ex,ヘイラッシャex,DRI,MC,66,220/742,POKEMON,Basic,Pokémon ex,n/a,260,WATER,LIGHTNING,,4,True,False,False,False,,1,2,0,False,511;512
370,Wellspring Mask Ogerpon,オーガポン いどのめん,DRI,MC,67,223/742,POKEMON,Basic,n/a,n/a,110,WATER,LIGHTNING,,1,False,False,False,False,,1,2,0,False,513;514
371,Electabuzz,エレブー,DRI,MC,68,236/742,POKEMON,Basic,n/a,n/a,90,LIGHTNING,FIGHTING,,2,False,False,False,False,,1,1,0,False,515
372,Electivire ex,エレキブルex,DRI,MC,69,237/742,POKEMON,Stage1,Pokémon ex,n/a,280,LIGHTNING,FIGHTING,,4,True,False,False,False,Electabuzz,2,2,0,False,516;517
373,Ethan's Pichu,ヒビキのピチュー,DRI,MC,71,241/742,POKEMON,Basic,n/a,Trainer's Pokémon(Ethan),30,LIGHTNING,FIGHTING,,0,False,False,False,False,,1,1,0,False,518
374,Electrike,ラクライ,DRI,MC,75,242/742,POKEMON,Basic,n/a,n/a,60,LIGHTNING,FIGHTING,,1,False,False,False,False,,1,2,0,False,519;520
375,Manectric,ライボルト,DRI,MC,76,243/742,POKEMON,Stage1,n/a,n/a,120,LIGHTNING,FIGHTING,,1,False,False,False,False,Electrike,2,2,0,False,521;522
376,Rotom,ロトム,DRI,SV9a,77,039/063,POKEMON,Basic,n/a,n/a,60,LIGHTNING,FIGHTING,,1,False,False,False,False,,1,2,0,False,523;524
377,Zeraora,ゼラオラ,DRI,M2a,78,055/193,POKEMON,Basic,n/a,n/a,100,LIGHTNING,FIGHTING,,1,False,False,False,False,,1,2,0,False,525;526
378,Ethan's Sudowoodo,ヒビキのウソッキー,DRI,SV9a,93,041/063,POKEMON,Basic,n/a,Trainer's Pokémon(Ethan),110,FIGHTING,GRASS,,1,False,False,False,False,,1,2,0,False,527;528
379,Cynthia's Gible,シロナのフカマル,DRI,MC,102,376/742,POKEMON,Basic,n/a,Trainer's Pokémon(Cynthia),70,FIGHTING,GRASS,,1,False,False,False,False,,1,1,0,False,529
380,Cynthia's Gabite,シロナのガバイト,DRI,MC,103,377/742,POKEMON,Stage1,n/a,Trainer's Pokémon(Cynthia),100,FIGHTING,GRASS,,1,False,False,False,False,Cynthia's Gible,2,1,1,True,530
381,Cynthia's Garchomp ex,シロナのガブリアスex,DRI,MC,104,378/742,POKEMON,Stage2,Pokémon ex,Trainer's Pokémon(Cynthia),330,FIGHTING,GRASS,,0,True,False,False,False,Cynthia's Gabite,3,2,0,False,531;532
382,Mudbray,ドロバンコ,DRI,SV9a,107,045/063,POKEMON,Basic,n/a,n/a,90,FIGHTING,GRASS,,3,False,False,False,False,,1,1,0,False,533
383,Mudsdale,バンバドロ,DRI,MC,108,406/742,POKEMON,Stage1,n/a,n/a,150,FIGHTING,GRASS,,3,False,False,False,False,Mudbray,2,1,1,True,534
384,Arven's Toedscool,ペパーのノノクラゲ,DRI,MC,109,419/742,POKEMON,Basic,n/a,Trainer's Pokémon(Arven),70,FIGHTING,GRASS,,1,False,False,False,False,,1,1,0,False,535
385,Arven's Toedscruel,ペパーのリククラゲ,DRI,MC,110,420/742,POKEMON,Stage1,n/a,Trainer's Pokémon(Arven),140,FIGHTING,GRASS,,2,False,False,False,False,Arven's Toedscool,2,2,0,False,536;537
386,Cornerstone Mask Ogerpon,オーガポン いしずえのめん,DRI,MC,111,427/742,POKEMON,Basic,n/a,n/a,110,FIGHTING,GRASS,,1,False,False,False,False,,1,2,0,False,538;539
387,Cynthia's Spiritomb,シロナのミカルゲ,DRI,M2a,129,108/193,POKEMON,Basic,n/a,Trainer's Pokémon(Cynthia),70,DARKNESS,GRASS,,1,False,False,False,False,,1,1,0,False,540
388,Arven's Maschiff,ペパーのオラチフ,DRI,MC,138,483/742,POKEMON,Basic,n/a,Trainer's Pokémon(Arven),70,DARKNESS,GRASS,,2,False,False,False,False,,1,2,0,False,541;542
389,Arven's Mabosstiff ex,ペパーのマフィティフex,DRI,MC,139,484/742,POKEMON,Stage1,Pokémon ex,Trainer's Pokémon(Arven),270,DARKNESS,GRASS,,3,True,False,False,False,Arven's Maschiff,2,2,0,False,543;544
390,Tauros,ケンタロス,DRI,MC,152,563/742,POKEMON,Basic,n/a,n/a,130,COLORLESS,FIGHTING,,2,False,False,False,False,,1,2,0,False,545;546
391,Arven's Skwovet,ペパーのホシガリス,DRI,SV9a,158,054/063,POKEMON,Basic,n/a,Trainer's Pokémon(Arven),60,COLORLESS,FIGHTING,,1,False,False,False,False,,1,1,0,False,547
392,Arven's Greedent,ペパーのヨクバリス,DRI,SV9a,159,055/063,POKEMON,Stage1,n/a,Trainer's Pokémon(Arven),120,COLORLESS,FIGHTING,,2,False,False,False,False,Arven's Skwovet,2,1,1,True,548
393,Pineco,クヌギダマ,DRI,SV10,4,001/098,POKEMON,Basic,n/a,n/a,70,GRASS,FIRE,,2,False,False,False,False,,1,1,0,False,549
394,Shroomish,キノココ,DRI,MC,5,027/742,POKEMON,Basic,n/a,n/a,60,GRASS,FIRE,,1,False,False,False,False,,1,1,0,False,550
395,Breloom,キノガッサ,DRI,MC,6,029/742,POKEMON,Stage1,n/a,n/a,120,GRASS,FIRE,,2,False,False,False,False,Shroomish,2,2,0,False,551;552
396,Mow Rotom,カットロトム,DRI,SV10,9,004/098,POKEMON,Basic,n/a,n/a,70,GRASS,FIRE,,1,False,False,False,False,,1,2,0,False,553;554
397,Fomantis,カリキリ,DRI,SV10,13,005/098,POKEMON,Basic,n/a,n/a,60,GRASS,FIRE,,1,False,False,False,False,,1,1,0,False,555
398,Lurantis,ラランテス,DRI,SV10,14,006/098,POKEMON,Stage1,n/a,n/a,120,GRASS,FIRE,,1,False,False,False,False,Fomantis,2,2,0,False,556;557
399,Team Rocket's Blipbug,ロケット団のサッチムシ,DRI,SV10,15,007/098,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),60,GRASS,FIRE,,1,False,False,False,False,,1,1,0,False,558
400,Team Rocket's Tarountula,ロケット団のタマンチュラ,DRI,M2a,19,015/193,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),50,GRASS,FIRE,,1,False,False,False,False,,1,1,0,False,559
401,Team Rocket's Spidops,ロケット団のワナイダー,DRI,M2a,20,016/193,POKEMON,Stage1,n/a,Trainer's Pokémon(Team Rocket),130,GRASS,FIRE,,2,False,False,False,False,Team Rocket's Tarountula,2,1,1,True,560
402,Smoliv,ミニーブ,DRI,MC,21,069/742,POKEMON,Basic,n/a,n/a,60,GRASS,FIRE,,1,False,False,False,False,,1,1,0,False,561
403,Dolliv,オリーニョ,DRI,MC,22,070/742,POKEMON,Stage1,n/a,n/a,90,GRASS,FIRE,,1,False,False,False,False,Smoliv,2,2,0,False,562;563
404,Arboliva ex,オリーヴァex,DRI,MC,23,071/742,POKEMON,Stage2,Pokémon ex,n/a,310,GRASS,FIRE,,2,True,False,False,False,Dolliv,3,2,0,False,564;565
405,Growlithe,ガーディ,DRI,SV10,27,013/098,POKEMON,Basic,n/a,n/a,80,FIRE,WATER,,2,False,False,False,False,,1,2,0,False,566;567
406,Arcanine,ウインディ,DRI,SV10,28,014/098,POKEMON,Stage1,n/a,n/a,140,FIRE,WATER,,3,False,False,False,False,Growlithe,2,2,0,False,568;569
407,Team Rocket's Moltres ex,ロケット団のファイヤーex,DRI,SV10,31,015/098,POKEMON,Basic,Pokémon ex,Trainer's Pokémon(Team Rocket),220,FIRE,LIGHTNING,FIGHTING,2,True,False,False,False,,1,2,0,False,570;571
408,Team Rocket's Houndour,ロケット団のデルビル,DRI,MC,37,099/742,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),70,FIRE,WATER,,1,False,False,False,False,,1,1,0,False,572
409,Team Rocket's Houndoom,ロケット団のヘルガー,DRI,MC,38,100/742,POKEMON,Stage1,n/a,Trainer's Pokémon(Team Rocket),130,FIRE,WATER,,2,False,False,False,False,Team Rocket's Houndour,2,2,0,False,573;574
410,Torchic,アチャモ,DRI,SV10,40,018/098,POKEMON,Basic,n/a,n/a,70,FIRE,WATER,,1,False,False,False,False,,1,2,0,False,575;576
411,Combusken,ワカシャモ,DRI,SV10,41,019/098,POKEMON,Stage1,n/a,n/a,100,FIRE,WATER,,2,False,False,False,False,Torchic,2,2,0,False,577;578
412,Blaziken,バシャーモ,DRI,SV10,42,020/098,POKEMON,Stage2,n/a,n/a,170,FIRE,WATER,,2,False,False,False,False,Combusken,3,2,0,False,579;580
413,Heat Rotom,ヒートロトム,DRI,SV10,43,021/098,POKEMON,Basic,n/a,n/a,80,FIRE,WATER,,2,False,False,False,False,,1,2,0,False,581;582
414,Team Rocket's Articuno,ロケット団のフリーザー,DRI,M2a,51,034/193,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),120,WATER,LIGHTNING,FIGHTING,1,False,False,False,False,,1,1,1,True,583
415,Clamperl,パールル,DRI,SV10,54,023/098,POKEMON,Basic,n/a,n/a,60,WATER,LIGHTNING,,2,False,False,False,False,,1,1,0,False,584
416,Huntail,ハンテール,DRI,SV10,55,024/098,POKEMON,Stage1,n/a,n/a,110,WATER,LIGHTNING,,1,False,False,False,False,Clamperl,2,1,1,True,585
417,Gorebyss,サクラビス,DRI,SV10,56,025/098,POKEMON,Stage1,n/a,n/a,90,WATER,LIGHTNING,,1,False,False,False,False,Clamperl,2,1,0,False,586
418,Snover,ユキカブリ,DRI,SV10,59,026/098,POKEMON,Basic,n/a,n/a,90,WATER,METAL,,3,False,False,False,False,,1,2,0,False,587;588
419,Abomasnow,ユキノオー,DRI,SV10,60,027/098,POKEMON,Stage1,n/a,n/a,150,WATER,METAL,,4,False,False,False,False,Snover,2,2,0,False,589;590
420,Wash Rotom,ウォッシュロトム,DRI,SV10,61,028/098,POKEMON,Basic,n/a,n/a,80,WATER,LIGHTNING,,2,False,False,False,False,,1,2,0,False,591;592
421,Arrokuda,サシカマス,DRI,SV10,62,029/098,POKEMON,Basic,n/a,n/a,70,WATER,LIGHTNING,,1,False,False,False,False,,1,1,0,False,593
422,Barraskewda,カマスジョー,DRI,SV10,63,030/098,POKEMON,Stage1,n/a,n/a,130,WATER,LIGHTNING,,1,False,False,False,False,Arrokuda,2,2,0,False,594;595
423,Cetoddle,アルクジラ,DRI,SV10,64,031/098,POKEMON,Basic,n/a,n/a,100,WATER,METAL,,3,False,False,False,False,,1,2,0,False,596;597
424,Cetitan ex,ハルクジラex,DRI,SV10,65,032/098,POKEMON,Stage1,Pokémon ex,n/a,300,WATER,METAL,,4,True,False,False,False,Cetoddle,2,1,1,True,598
425,Team Rocket's Zapdos,ロケット団のサンダー,DRI,SV10,70,033/098,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),120,LIGHTNING,LIGHTNING,FIGHTING,1,False,False,False,False,,1,2,0,False,599;600
426,Team Rocket's Mareep,ロケット団のメリープ,DRI,SV10,72,034/098,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),60,LIGHTNING,FIGHTING,,1,False,False,False,False,,1,2,0,False,601;602
427,Team Rocket's Flaaffy,ロケット団のモココ,DRI,SV10,73,035/098,POKEMON,Stage1,n/a,Trainer's Pokémon(Team Rocket),90,LIGHTNING,FIGHTING,,2,False,False,False,False,Team Rocket's Mareep,2,1,0,False,603
428,Team Rocket's Ampharos,ロケット団のデンリュウ,DRI,SV10,74,036/098,POKEMON,Stage2,n/a,Trainer's Pokémon(Team Rocket),140,LIGHTNING,FIGHTING,,2,False,False,False,False,Team Rocket's Flaaffy,3,1,1,True,604
429,Team Rocket's Drowzee,ロケット団のスリープ,DRI,MC,79,288/742,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),80,PSYCHIC,DARKNESS,FIGHTING,2,False,False,False,False,,1,1,0,False,605
430,Team Rocket's Hypno,ロケット団のスリーパー,DRI,MC,80,289/742,POKEMON,Stage1,n/a,Trainer's Pokémon(Team Rocket),130,PSYCHIC,DARKNESS,FIGHTING,2,False,False,False,False,Team Rocket's Drowzee,2,2,0,False,606;607
431,Team Rocket's Mewtwo ex,ロケット団のミュウツーex,DRI,MC,81,290/742,POKEMON,Basic,Pokémon ex,Trainer's Pokémon(Team Rocket),280,PSYCHIC,DARKNESS,FIGHTING,3,True,False,False,False,,1,1,1,True,608
432,Team Rocket's Wobbuffet,ロケット団のソーナンス,DRI,SV10,82,040/098,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),110,PSYCHIC,DARKNESS,FIGHTING,2,False,False,False,False,,1,2,0,False,609;610
433,Team Rocket's Chingling,ロケット団のリーシャン,DRI,SV10,85,041/098,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),30,PSYCHIC,DARKNESS,FIGHTING,0,False,False,False,False,,1,1,0,False,611
434,Team Rocket's Mimikyu,ロケット団のミミッキュ,DRI,MC,87,341/742,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),60,PSYCHIC,DARKNESS,FIGHTING,0,False,False,False,False,,1,1,0,False,612
435,Team Rocket's Dottler,ロケット団のレドームシ,DRI,SV10,88,043/098,POKEMON,Stage1,n/a,Trainer's Pokémon(Team Rocket),80,PSYCHIC,DARKNESS,FIGHTING,2,False,False,False,False,Team Rocket's Blipbug,2,2,0,False,613;614
436,Team Rocket's Orbeetle,ロケット団のイオルブ,DRI,SV10,89,044/098,POKEMON,Stage2,n/a,Trainer's Pokémon(Team Rocket),130,PSYCHIC,DARKNESS,FIGHTING,2,False,False,False,False,Team Rocket's Dottler,3,1,1,True,615
437,Mankey,マンキー,DRI,SV10,90,045/098,POKEMON,Basic,n/a,n/a,70,FIGHTING,PSYCHIC,,1,False,False,False,False,,1,1,0,False,616
438,Primeape,オコリザル,DRI,SV10,91,046/098,POKEMON,Stage1,n/a,n/a,110,FIGHTING,PSYCHIC,,2,False,False,False,False,Mankey,2,1,0,False,617
439,Annihilape,コノヨザル,DRI,SV10,92,047/098,POKEMON,Stage2,n/a,n/a,150,FIGHTING,PSYCHIC,,2,False,False,False,False,Primeape,3,1,1,True,618
440,Team Rocket's Larvitar,ロケット団のヨーギラス,DRI,SV10,94,048/098,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),70,FIGHTING,GRASS,,1,False,False,False,False,,1,1,0,False,619
441,Team Rocket's Pupitar,ロケット団のサナギラス,DRI,SV10,95,049/098,POKEMON,Stage1,n/a,Trainer's Pokémon(Team Rocket),100,FIGHTING,GRASS,,2,False,False,False,False,Team Rocket's Larvitar,2,1,0,False,620
442,Team Rocket's Tyranitar,ロケット団のバンギラス,DRI,SV10,96,050/098,POKEMON,Stage2,n/a,Trainer's Pokémon(Team Rocket),180,FIGHTING,GRASS,,3,False,False,False,False,Team Rocket's Pupitar,3,1,1,True,621
443,Nosepass,ノズパス,DRI,SV10,97,051/098,POKEMON,Basic,n/a,n/a,80,FIGHTING,GRASS,,3,False,False,False,False,,1,2,0,False,622;623
444,Probopass,ダイノーズ,DRI,SV10,98,052/098,POKEMON,Stage1,n/a,n/a,140,FIGHTING,GRASS,,3,False,False,False,False,Nosepass,2,2,0,False,624;625
445,Meditite,アサナン,DRI,SV10,99,053/098,POKEMON,Basic,n/a,n/a,70,FIGHTING,PSYCHIC,,1,False,False,False,False,,1,1,0,False,626
446,Medicham,チャーレム,DRI,SV10,100,054/098,POKEMON,Stage1,n/a,n/a,120,FIGHTING,PSYCHIC,,1,False,False,False,False,Meditite,2,1,0,False,627
447,Regirock ex,レジロックex,DRI,MC,101,374/742,POKEMON,Basic,Pokémon ex,n/a,230,FIGHTING,GRASS,,3,True,False,False,False,,1,2,0,False,628;629
448,Team Rocket's Ekans,ロケット団のアーボ,DRI,SV10,112,056/098,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),70,DARKNESS,FIGHTING,,1,False,False,False,False,,1,2,0,False,630;631
449,Team Rocket's Arbok,ロケット団のアーボック,DRI,SV10,113,057/098,POKEMON,Stage1,n/a,Trainer's Pokémon(Team Rocket),130,DARKNESS,FIGHTING,,2,False,False,False,False,Team Rocket's Ekans,2,1,1,True,632
450,Team Rocket's Nidoran♀,ロケット団のニドラン♀,DRI,MC,114,432/742,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),70,DARKNESS,FIGHTING,,1,False,False,False,False,,1,1,0,False,633
451,Team Rocket's Nidorina,ロケット団のニドリーナ,DRI,MC,115,433/742,POKEMON,Stage1,n/a,Trainer's Pokémon(Team Rocket),90,DARKNESS,FIGHTING,,2,False,False,False,False,Team Rocket's Nidoran♀,2,2,0,False,634;635
452,Team Rocket's Nidoqueen,ロケット団のニドクイン,DRI,MC,116,434/742,POKEMON,Stage2,n/a,Trainer's Pokémon(Team Rocket),170,DARKNESS,FIGHTING,,3,False,False,False,False,Team Rocket's Nidorina,3,2,0,False,636;637
453,Team Rocket's Nidoran♂,ロケット団のニドラン♂,DRI,MC,117,435/742,POKEMON,Basic,n/a,Trainer's Pokémon(Team Rocket),70,DARKNESS,FIGHTING,,1,False,False,False,False,,1,2,0,False,638;639
454,Team Rocket's Nidorino,ロケット団のニドリーノ,DRI,MC,118,436/742,POKEMON,Stage1,n/a,Trainer's Pokémon(Team Rocket),100,DARKNESS,FIGHTING,,2,False,False,False,False,Team Rocket's Nidoran♂,2,2,0,False,640;641
