attack_id,card_id,card_name,move_name,energies,energy_cost_count,damage,damage_per_energy,text,csv_cost_text,csv_damage_text
376,275,Metang,Psypunch,PSYCHIC,1,30,30.0,,{P},30
377,275,Metang,Zen Headbutt,PSYCHIC;PSYCHIC,2,50,25.0,,{P}{P},50
378,276,Metagross,Wrack Down,PSYCHIC,1,60,60.0,,{P},60
379,276,Metagross,Conjoined Beams,PSYCHIC;PSYCHIC,2,130,65.0,"If Beldum and Metang are on your Bench, this attack does 150 more damage.",{P}{P},130
380,277,N’s Sigilyph,Psychic Sphere,PSYCHIC,1,20,20.0,,{P},20
381,277,N’s Sigilyph,Victory Symbol,PSYCHIC;COLORLESS;COLORLESS,3,0,0.0,"If you use this attack when you have exactly 1 Prize card remaining, you win this game.",{P}●●,n/a
382,278,Lillie’s Cutiefly,Hold Still,PSYCHIC,1,0,0.0,Heal 10 damage from this Pokémon.,{P},n/a
383,279,Lillie’s Ribombee,Magical Shot,PSYCHIC,1,50,50.0,,{P},50
384,280,Lillie’s Comfey,Inviting Flowers,COLORLESS,1,0,0.0,"You may search your deck for any number of Basic Lillie’s Pokémon and put them onto your Bench. Then, shuffle your deck.",●,n/a
385,280,Lillie’s Comfey,Fade Out,PSYCHIC,1,30,30.0,Put this Pokémon and all attached cards into your hand.,{P},30
386,281,Swinub,Call for Family,COLORLESS,1,0,0.0,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",●,n/a
387,281,Swinub,Lunge Out,FIGHTING,1,10,10.0,,{F},10
388,282,Piloswine,Strength,COLORLESS,1,20,20.0,,●,20
389,282,Piloswine,Impaling Tusk,FIGHTING;FIGHTING,2,50,25.0,,{F}{F},50
390,283,Mamoswine ex,Rumbling March,FIGHTING;FIGHTING,2,180,90.0,This attack does 40 more damage for each Stage 2 Pokémon on your Bench.,{F}{F},180
391,284,Larvitar,Crunch,COLORLESS;COLORLESS,2,20,10.0,"Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon.",●●,20
392,285,Pupitar,Take Down,COLORLESS;COLORLESS,2,60,30.0,This Pokémon also does 20 damage to itself.,●●,60
393,286,Rockruff,Dig It Up,COLORLESS,1,0,0.0,Look at the top card of your deck. You may discard that card.,●,n/a
394,286,Rockruff,Stampede,COLORLESS;COLORLESS,2,20,10.0,,●●,20
395,287,Lycanroc,Clamping Fangs,COLORLESS;COLORLESS;COLORLESS,3,40,13.33,This attack does 40 more damage for each damage counter on your opponent’s Active Pokémon.,●●●,40
396,288,Hop’s Silicobra,Turf Maker,COLORLESS,1,0,0.0,"Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck.",●,n/a
397,288,Hop’s Silicobra,Gnaw,FIGHTING;COLORLESS,2,20,10.0,,{F}●,20
398,289,Hop’s Sandaconda,Rumble,FIGHTING;COLORLESS,2,30,15.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{F}●,30
399,289,Hop’s Sandaconda,Break Ground,FIGHTING;COLORLESS;COLORLESS,3,140,46.67,This attack also does 20 damage to each of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{F}●●,140
400,290,Tyranitar,Cracking Stomp,DARKNESS;COLORLESS,2,150,75.0,Discard the top 2 cards of your opponent’s deck.,{D}●,150
401,291,N’s Purrloin,Thieving Swipe,DARKNESS;COLORLESS,2,30,15.0,"Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck.",{D}●,30
402,292,N’s Zorua,Scratch,DARKNESS,1,20,20.0,,{D},20
403,293,N’s Zoroark ex,Night Joker,DARKNESS;DARKNESS,2,0,0.0,Choose 1 of your Benched N’s Pokémon’s attacks and use it as this attack.,{D}{D},n/a
404,294,N’s Klink,Double Spin,COLORLESS,1,0,0.0,Flip 2 coins. This attack does 10 damage for each heads.,●,10×
405,295,N’s Klang,Spinning Gears,COLORLESS,1,20,20.0,Your opponent’s Active Pokémon is now Confused.,●,20
406,295,N’s Klang,Confront,METAL;COLORLESS,2,40,20.0,,{M}●,40
407,296,N’s Klinklang,Magnetic Blast,COLORLESS,1,50,50.0,,●,50
408,296,N’s Klinklang,Triple Smash,METAL;METAL;COLORLESS,3,0,0.0,Flip 3 coins. This attack does 120 damage for each heads.,{M}{M}●,120×
409,297,Magearna,Spike Draw,COLORLESS,1,20,20.0,Draw 2 cards.,●,20
410,298,Hop’s Corviknight,Shoot Through,COLORLESS,1,50,50.0,This attack also does 50 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),●,50
411,298,Hop’s Corviknight,Steel Wing,METAL;METAL;COLORLESS,3,150,50.0,"During your opponent’s next turn, this Pokémon takes 60 less damage from attacks (after applying Weakness and Resistance).",{M}{M}●,150
412,299,Hop’s Zacian ex,Insta-Strike,COLORLESS,1,30,30.0,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),●,30
413,299,Hop’s Zacian ex,Brave Slash,METAL;METAL;METAL;COLORLESS,4,240,60.0,"During your next turn, this Pokémon can’t use Brave Slash.",{M}{M}{M}●,240
414,300,Bagon,Bite,COLORLESS,1,10,10.0,,●,10
415,300,Bagon,Reckless Charge,FIRE;WATER,2,50,25.0,This Pokémon also does 10 damage to itself.,{R}{W},50
416,301,Shelgon,Guard Press,COLORLESS;COLORLESS,2,30,15.0,"During your opponent’s next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).",●●,30
417,301,Shelgon,Heavy Impact,FIRE;WATER;COLORLESS,3,80,26.67,,{R}{W}●,80
418,302,Salamence ex,Wide Blast,FIRE;COLORLESS;COLORLESS,3,0,0.0,This attack does 50 damage to each of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{R}●●,n/a
419,302,Salamence ex,Dragon Impact,FIRE;WATER;COLORLESS;COLORLESS,4,300,75.0,Discard 2 Energy from this Pokémon.,{R}{W}●●,300
420,303,N’s Reshiram,Powerful Rage,FIRE;LIGHTNING,2,0,0.0,This attack does 20 damage for each damage counter on this Pokémon.,{R}{L},20×
421,303,N’s Reshiram,Virtuous Flame,FIRE;FIRE;LIGHTNING;COLORLESS,4,170,42.5,,{R}{R}{L}●,170
422,304,Hop’s Snorlax,Dynamic Press,COLORLESS;COLORLESS;COLORLESS,3,140,46.67,This Pokémon also does 80 damage to itself.,●●●,140
423,305,Dunsparce,Trading Places,COLORLESS,1,0,0.0,Switch this Pokémon with 1 of your Benched Pokémon.,●,n/a
424,305,Dunsparce,Ram,COLORLESS;COLORLESS,2,20,10.0,,●●,20
425,306,Dudunsparce ex,Tenacious Tail,COLORLESS,1,0,0.0,This attack does 60 damage for each of your opponent’s Pokémon {ex} in play.,●,60×
426,306,Dudunsparce ex,Destructive Drill,COLORLESS;COLORLESS;COLORLESS,3,150,50.0,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,●●●,150
427,307,Hop’s Rookidee,Intimidating Stare,COLORLESS,1,0,0.0,"During your opponent’s next turn, attacks used by the Defending Pokémon do 20 less damage (before applying Weakness and Resistance).",●,n/a
428,307,Hop’s Rookidee,Peck,COLORLESS;COLORLESS,2,20,10.0,,●●,20
429,308,Hop’s Corvisquire,Speed Dive,COLORLESS,1,30,30.0,,●,30
430,308,Hop’s Corvisquire,Razor Wing,COLORLESS;COLORLESS;COLORLESS,3,80,26.67,,●●●,80
431,309,Hop’s Wooloo,Smash Kick,COLORLESS;COLORLESS;COLORLESS,3,50,16.67,,●●●,50
432,310,Hop’s Dubwool,Headbutt,COLORLESS;COLORLESS;COLORLESS,3,80,26.67,,●●●,80
433,311,Hop’s Cramorant,Fickle Spitting,COLORLESS,1,120,120.0,"If your opponent doesn’t have exactly 3 or 4 Prize cards remaining, this attack does nothing.",●,120
434,312,Sandy Shocks,Magnetic Burst,FIGHTING,1,20,20.0,"If you have 3 or more Energy in play, this attack does 70 more damage. This attack’s damage isn’t affected by Weakness.",{F},20
435,312,Sandy Shocks,Power Gem,FIGHTING;COLORLESS,2,60,30.0,,{F}●,60
436,313,Miraidon ex,Repulsion Bolt,LIGHTNING;PSYCHIC,2,60,30.0,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 100 more damage.",{L}{P},60
437,313,Miraidon ex,Cyber Drive,LIGHTNING;PSYCHIC;COLORLESS,3,220,73.33,"During your next turn, this Pokémon can’t use Cyber Drive.",{L}{P}●,220
438,314,Marill,Rollout,COLORLESS,1,10,10.0,,●,10
439,315,Azumarill,Double-Edge,PSYCHIC;PSYCHIC;PSYCHIC;PSYCHIC,4,230,57.5,This Pokémon also does 50 damage to itself.,{P}{P}{P}{P},230
440,316,Sylveon ex,Magical Charm,PSYCHIC;COLORLESS;COLORLESS,3,160,53.33,"During your opponent’s next turn, attacks used by the Defending Pokémon do 100 less damage (before applying Weakness and Resistance).",{P}●●,160
441,316,Sylveon ex,Angelite,WATER;LIGHTNING;PSYCHIC,3,0,0.0,"Choose 2 of your opponent’s Benched Pokémon. Shuffle those Pokémon and all attached cards into your opponent’s deck. If 1 of your Pokémon used Angelite during your last turn, this attack can’t be used.",{W}{L}{P},n/a
442,317,Eevee,Reckless Charge,COLORLESS;COLORLESS,2,30,15.0,This Pokémon also does 10 damage to itself.,●●,30
443,318,Ho-Oh,Flap,FIRE;COLORLESS,2,50,25.0,,{R}●,50
444,318,Ho-Oh,Shining Blaze,FIRE;FIRE;COLORLESS,3,100,33.33,"If you have any Tera Pokémon on your Bench, this attack does 100 more damage.",{R}{R}●,100
445,319,Charcadet,Will-O-Wisp,FIRE,1,20,20.0,,{R},20
446,320,Ceruledge ex,Abyssal Flames,FIRE,1,30,30.0,This attack does 20 more damage for each Energy card in your discard pile.,{R},30
447,320,Ceruledge ex,Raging Amethyst,FIRE;PSYCHIC;METAL,3,280,93.33,Discard all Energy from this Pokémon.,{R}{P}{M},280
448,321,Petilil,Leaf Step,GRASS;COLORLESS,2,30,15.0,,{G}●,30
449,322,Lilligant,Spinning Attack,GRASS;COLORLESS;COLORLESS,3,60,20.0,,{G}●●,60
450,323,Nymble,Rear Kick,COLORLESS,1,20,20.0,,●,20
451,324,Torchic,Scratch,FIRE;COLORLESS,2,30,15.0,,{R}●,30
452,325,Combusken,Slash,FIRE;COLORLESS,2,50,25.0,,{R}●,50
453,326,Blaziken ex,Smolder-sault,FIRE;COLORLESS,2,200,100.0,"During your next turn, this Pokémon can’t use attacks.",{R}●,200
454,327,Slowpoke,Water Gun,WATER,1,10,10.0,,{W},10
455,327,Slowpoke,Tail Whap,WATER;COLORLESS,2,30,15.0,,{W}●,30
456,328,Pikachu ex,Tail Whap,COLORLESS,1,30,30.0,,●,30
457,328,Pikachu ex,Thunder,LIGHTNING;LIGHTNING;COLORLESS,3,220,73.33,This Pokémon also does 30 damage to itself.,{L}{L}●,220
458,329,Tapu Koko ex,Linked Lightning,LIGHTNING;COLORLESS,2,60,30.0,This attack does 20 more damage for each of your Benched Pokémon.,{L}●,60
459,330,Sylveon,Magical Shot,PSYCHIC;COLORLESS;COLORLESS,3,100,33.33,,{P}●●,100
460,331,XerneasEX,Aurora Beam,PSYCHIC;COLORLESS,2,50,25.0,,{P}●,50
461,331,XerneasEX,Rising Horns,PSYCHIC;PSYCHIC;COLORLESS,3,120,40.0,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 100 more damage.",{P}{P}●,120
462,332,Dhelmise,Bind Down,PSYCHIC;COLORLESS;COLORLESS,3,60,20.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{P}●●,60
463,332,Dhelmise,Anchor Smash,PSYCHIC;PSYCHIC;COLORLESS;COLORLESS,4,130,32.5,,{P}{P}●●,130
464,333,Riolu,Quick Attack,FIGHTING,1,10,10.0,"Flip a coin. If heads, this attack does 20 more damage.",{F},10
465,334,Sneasel,Claw Slash,DARKNESS,1,20,20.0,,{D},20
466,335,Bronzor,Hammer In,METAL;COLORLESS,2,20,10.0,,{M}●,20
467,336,Zacian ex,Steel Armament,COLORLESS,1,20,20.0,"Search your deck for a Basic {M} Energy card and attach it to this Pokémon. Then, shuffle your deck.",●,20
468,336,Zacian ex,Slashing Strike,METAL;METAL;COLORLESS,3,210,70.0,"During your next turn, this Pokémon can’t use Slashing Strike.",{M}{M}●,210
469,337,LugiaEX,Hyper Whirlpool,COLORLESS;COLORLESS;COLORLESS,3,140,46.67,"Flip a coin until you get tails. For each heads, discard an Energy from your opponent’s Active Pokémon.",●●●,140
470,338,Ethan's Pinsir,Vise Grip,GRASS,1,20,20.0,,{G},20
471,338,Ethan's Pinsir,Rallying Horn,COLORLESS;COLORLESS;COLORLESS,3,70,23.33,"If any of your Ethan’s Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 100 more damage.",●●●,70
472,339,Yanma,Whirlwind,COLORLESS,1,0,0.0,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),●,n/a
473,339,Yanma,Razor Wing,GRASS;COLORLESS,2,30,15.0,,{G}●,30
474,340,Yanmega ex,Jet Cyclone,GRASS;GRASS;GRASS;COLORLESS,4,210,52.5,Move 3 Energy from this Pokémon to 1 of your Benched Pokémon.,{G}{G}{G}●,210
475,341,Cynthia's Roselia,Spike Sting,COLORLESS,1,20,20.0,,●,20
476,342,Cynthia's Roserade,Leaf Step,GRASS;COLORLESS;COLORLESS,3,80,26.67,,{G}●●,80
477,343,Shaymin,Smash Kick,COLORLESS;COLORLESS,2,30,15.0,,●●,30
478,344,Dwebble,Ascension,COLORLESS,1,0,0.0,"Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",●,n/a
479,345,Crustle,Superb Scissors,GRASS;COLORLESS;COLORLESS,3,120,40.0,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,{G}●●,120
480,346,Applin,Mini Drain,GRASS,1,10,10.0,Heal 10 damage from this Pokémon.,{G},10
481,347,Dipplin,Energy Loop,GRASS,1,50,50.0,Put an Energy attached to this Pokémon into your hand.,{G},50
482,348,Hydrapple,Hydra Breath,GRASS,1,0,0.0,"Discard 6 Basic {G} Energy cards from your hand, and Knock Out your opponent’s Active Pokémon. If you can’t discard 6 cards in this way, this attack does nothing.",{G},n/a
483,348,Hydrapple,Whip Smash,GRASS;COLORLESS;COLORLESS,3,140,46.67,,{G}●●,140
484,349,Teal Mask Ogerpon,Grass Kagura,COLORLESS,1,0,0.0,"Search your deck for a Basic {G} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck.",●,n/a
485,349,Teal Mask Ogerpon,Ogre’s Hammer,GRASS;GRASS;COLORLESS,3,120,40.0,"During your next turn, this Pokémon can’t use Ogre’s Hammer.",{G}{G}●,120
486,350,Ponyta,Double Headbutt,COLORLESS,1,0,0.0,Flip 2 coins. This attack does 10 damage for each heads.,●,10×
487,351,Rapidash,Fire Mane,FIRE;COLORLESS,2,60,30.0,,{R}●,60
488,352,Ethan's Cyndaquil,Ember,FIRE,1,30,30.0,Discard an Energy from this Pokémon.,{R},30
489,353,Ethan's Quilava,Combustion,FIRE,1,40,40.0,,{R},40
490,354,Ethan's Typhlosion,Buddy Blast,FIRE,1,40,40.0,This attack does 60 more damage for each Ethan’s Adventure card in your discard pile.,{R},40
491,354,Ethan's Typhlosion,Steam Artillery,FIRE;FIRE;COLORLESS,3,160,53.33,,{R}{R}●,160
492,355,Ethan's Slugma,Steady Firebreathing,FIRE,1,20,20.0,,{R},20
493,356,Ethan's Magcargo,Lava Burst,FIRE;FIRE;FIRE,3,0,0.0,Discard up to 5 {R} Energy from this Pokémon. This attack does 70 damage for each card you discarded in this way.,{R}{R}{R},70×
494,357,Ethan's Ho-Oh ex,Shining Feathers,FIRE;FIRE;FIRE;FIRE,4,160,40.0,Heal 50 damage from each of your Pokémon.,{R}{R}{R}{R},160
495,358,Hearthflame Mask Ogerpon,Fire Kagura,COLORLESS,1,0,0.0,"Search your deck for a Basic {R} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck.",●,n/a
496,358,Hearthflame Mask Ogerpon,Searing Flame,FIRE;FIRE;COLORLESS,3,80,26.67,Your opponent’s Active Pokémon is now Burned.,{R}{R}●,80
497,359,Misty's Psyduck,Sprinkle Water,WATER,1,30,30.0,,{W},30
498,360,Misty's Staryu,Bubble Beam,WATER,1,20,20.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",{W},20
499,361,Misty's Starmie,Abrupt Flash,WATER,1,60,60.0,"If this Pokémon evolved from Misty’s Staryu during this turn, this attack does 80 more damage.",{W},60
500,362,Misty's Magikarp,Splash,WATER,1,10,10.0,,{W},10
501,363,Misty's Gyarados,Splashing Panic,WATER,1,0,0.0,"Discard the top 7 cards of your deck, and this attack does 70 damage for each Misty’s Pokémon that you discarded in this way.",{W},70×
502,363,Misty's Gyarados,Waterfall,WATER;WATER;COLORLESS,3,120,40.0,,{W}{W}●,120
503,364,Misty's Lapras,Swim Together,WATER,1,0,0.0,"Search your deck for up to 3 Misty’s Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",{W},n/a
504,364,Misty's Lapras,Surf,WATER;COLORLESS,2,60,30.0,,{W}●,60
505,365,Cynthia's Feebas,Undulate,COLORLESS,1,10,10.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",●,10
506,366,Cynthia's Milotic,Aqua Split,WATER;COLORLESS,2,60,30.0,This attack also does 30 damage to 2 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{W}●,60
507,367,Buizel,Tail Whap,COLORLESS,1,10,10.0,,●,10
508,367,Buizel,Wave Splash,WATER;COLORLESS;COLORLESS,3,30,10.0,,{W}●●,30
509,368,Floatzel,Whirlpool,COLORLESS;COLORLESS,2,30,15.0,Discard an Energy from your opponent’s Active Pokémon.,●●,30
510,368,Floatzel,Aqua Slash,WATER;COLORLESS;COLORLESS,3,140,46.67,"During your next turn, this Pokémon can’t attack.",{W}●●,140
511,369,Dondozo ex,Avenging Billow,WATER;COLORLESS,2,30,15.0,This attack does 10 more damage for each damage counter on this Pokémon.,{W}●,30
512,369,Dondozo ex,Dynamic Dive,WATER;WATER;COLORLESS;COLORLESS,4,120,30.0,"You may do 120 more damage. If you do, this Pokémon also does 50 damage to itself.",{W}{W}●●,120
513,370,Wellspring Mask Ogerpon,Water Kagura,COLORLESS,1,0,0.0,"Search your deck for a Basic {W} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck.",●,n/a
514,370,Wellspring Mask Ogerpon,Bubble Drain,WATER;WATER;COLORLESS,3,100,33.33,Heal 30 damage from this Pokémon.,{W}{W}●,100
515,371,Electabuzz,Electroslug,LIGHTNING;COLORLESS,2,50,25.0,,{L}●,50
516,372,Electivire ex,Dual Bolt,LIGHTNING;COLORLESS,2,0,0.0,This attack does 50 damage to 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{L}●,n/a
517,372,Electivire ex,High-Voltage Press,LIGHTNING;LIGHTNING;COLORLESS,3,180,60.0,"If this Pokémon has at least 2 extra Energy attached (in addition to this attack’s cost), this attack does 100 more damage.",{L}{L}●,180
518,373,Ethan's Pichu,Zapping Draw,,0,30,,Draw a card.,No cost,30
519,374,Electrike,Rear Kick,COLORLESS,1,10,10.0,,●,10
520,374,Electrike,Tiny Bolt,LIGHTNING;COLORLESS,2,30,15.0,,{L}●,30
521,375,Manectric,Zap Kick,COLORLESS,1,30,30.0,,●,30
522,375,Manectric,Flash Impact,LIGHTNING;COLORLESS,2,120,60.0,This attack also does 40 damage to 1 of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{L}●,120
523,376,Rotom,Astonish,LIGHTNING,1,20,20.0,Choose a random card from your opponent’s hand. Your opponent reveals that card and shuffles it into their deck.,{L},20
524,376,Rotom,Gadget Show,COLORLESS;COLORLESS,2,0,0.0,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.,●●,30×
525,377,Zeraora,Scratch,COLORLESS,1,20,20.0,,●,20
526,377,Zeraora,Thunder Raid,LIGHTNING;LIGHTNING;LIGHTNING,3,0,0.0,"Discard all Energy from this Pokémon, and this attack does 210 damage to 1 of your opponent’s Benched Pokémon {ex}. (Don’t apply Weakness and Resistance for Benched Pokémon.)",{L}{L}{L},n/a
527,378,Ethan's Sudowoodo,Impound,FIGHTING,1,20,20.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{F},20
528,378,Ethan's Sudowoodo,Try to Imitate,COLORLESS;COLORLESS,2,0,0.0,"Flip a coin. If heads, choose 1 of your opponent’s Active Pokémon’s attacks and use it as this attack.",●●,n/a
529,379,Cynthia's Gible,Rock Hurl,FIGHTING,1,20,20.0,This attack’s damage isn’t affected by Resistance.,{F},20
530,380,Cynthia's Gabite,Dragonslice,FIGHTING,1,40,40.0,,{F},40
531,381,Cynthia's Garchomp ex,Corkscrew Dive,FIGHTING,1,100,100.0,You may draw cards until you have 6 cards in your hand.,{F},100
532,381,Cynthia's Garchomp ex,Draconic Buster,FIGHTING;FIGHTING,2,260,130.0,Discard all Energy from this Pokémon.,{F}{F},260
533,382,Mudbray,Running Charge,FIGHTING;COLORLESS,2,0,0.0,Flip a coin until you get tails. This attack does 40 damage for each heads.,{F}●,40×
534,383,Mudsdale,Heavy Impact,FIGHTING;FIGHTING;COLORLESS,3,130,43.33,,{F}{F}●,130
535,384,Arven's Toedscool,Slight Intrusion,COLORLESS,1,30,30.0,This Pokémon also does 10 damage to itself.,●,30
536,385,Arven's Toedscruel,Pull,COLORLESS,1,0,0.0,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot.,●,n/a
537,385,Arven's Toedscruel,Reckless Charge,COLORLESS;COLORLESS;COLORLESS,3,120,40.0,This Pokémon also does 30 damage to itself.,●●●,120
538,386,Cornerstone Mask Ogerpon,Rock Kagura,COLORLESS,1,0,0.0,"Search your deck for a Basic {F} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck.",●,n/a
539,386,Cornerstone Mask Ogerpon,Mountain Ramming,FIGHTING;FIGHTING;COLORLESS,3,100,33.33,Discard the top card of your opponent’s deck.,{F}{F}●,100
540,387,Cynthia's Spiritomb,Raging Curse,COLORLESS,1,0,0.0,This attack does 10 damage for each damage counter on all of your Benched Cynthia’s Pokémon. This attack’s damage isn’t affected by Weakness.,●,10×
541,388,Arven's Maschiff,Stampede,COLORLESS,1,10,10.0,,●,10
542,388,Arven's Maschiff,Confront,COLORLESS;COLORLESS;COLORLESS,3,50,16.67,,●●●,50
543,389,Arven's Mabosstiff ex,Vigorous Tackle,COLORLESS,1,30,30.0,"If this Pokémon has no damage counters on it, this attack does 120 more damage.",●,30
544,389,Arven's Mabosstiff ex,Boss Headbutt,COLORLESS;COLORLESS;COLORLESS,3,210,70.0,"During your next turn, this Pokémon can’t use Boss Headbutt.",●●●,210
545,390,Tauros,Horn Attack,COLORLESS,1,30,30.0,,●,30
546,390,Tauros,Clean Hit,COLORLESS;COLORLESS,2,50,25.0,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 50 more damage.",●●,50
547,391,Arven's Skwovet,Gnaw Through,COLORLESS,1,10,10.0,"Before doing damage, discard all Pokémon Tools from your opponent’s Active Pokémon.",●,10
548,392,Arven's Greedent,Rolling Tackle,COLORLESS;COLORLESS,2,50,25.0,,●●,50
549,393,Pineco,Hang Down,COLORLESS,1,10,10.0,,●,10
550,394,Shroomish,Rolling Tackle,COLORLESS;COLORLESS,2,30,15.0,,●●,30
551,395,Breloom,Damage Rush,COLORLESS;COLORLESS,2,30,15.0,Flip a coin until you get tails. This attack does 50 more damage for each heads.,●●,30
552,395,Breloom,Mega Drain,GRASS;COLORLESS;COLORLESS,3,90,30.0,Heal 30 damage from this Pokémon.,{G}●●,90
553,396,Mow Rotom,Trimming Mower,GRASS,1,20,20.0,Discard a Stadium in play.,{G},20
554,396,Mow Rotom,Gadget Show,COLORLESS;COLORLESS,2,0,0.0,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.,●●,30×
555,397,Fomantis,Cut Up,GRASS,1,20,20.0,,{G},20
556,398,Lurantis,Razor Leaf,COLORLESS,1,30,30.0,,●,30
557,398,Lurantis,Petal Blade Dance,GRASS,1,130,130.0,"Discard 2 Basic {G} Energy cards from your hand. If you can’t discard 2 cards in this way, this attack does nothing.",{G},130
558,399,Team Rocket's Blipbug,Searching Eyes,COLORLESS,1,0,0.0,Look at 1 of your opponent’s face-down Prize cards.,●,n/a
559,400,Team Rocket's Tarountula,Take Down,GRASS,1,30,30.0,This Pokémon also does 10 damage to itself.,{G},30
560,401,Team Rocket's Spidops,Rocket Rush,GRASS;COLORLESS,2,0,0.0,This attack does 30 damage for each of your Team Rocket’s Pokémon in play.,{G}●,30×
561,402,Smoliv,Ram,COLORLESS,1,10,10.0,,●,10
562,403,Dolliv,Nutrients,GRASS,1,0,0.0,Heal 40 damage from 1 of your Pokémon.,{G},n/a
563,403,Dolliv,Tackle,COLORLESS;COLORLESS,2,40,20.0,,●●,40
564,404,Arboliva ex,Oil Salvo,GRASS,1,0,0.0,"Choose 1 of your opponent’s Pokémon 6 times. (You can choose the same Pokémon more than once.) For each time you chose a Pokémon, do 20 damage to it. This damage isn’t affected by Weakness or Resistance.",{G},n/a
565,404,Arboliva ex,Aroma Shot,COLORLESS;COLORLESS;COLORLESS,3,160,53.33,This Pokémon recovers from all Special Conditions.,●●●,160
566,405,Growlithe,Live Coal,FIRE,1,10,10.0,,{R},10
567,405,Growlithe,Dig Claws,COLORLESS;COLORLESS,2,20,10.0,,●●,20
568,406,Arcanine,Flare,COLORLESS;COLORLESS,2,50,25.0,,●●,50
569,406,Arcanine,Punishing Fang,FIRE;COLORLESS;COLORLESS,3,100,33.33,"If your opponent’s Active Pokémon is a {D} Pokémon, this attack does 100 more damage.",{R}●●,100
570,407,Team Rocket's Moltres ex,Flame Screen,FIRE;COLORLESS;COLORLESS,3,110,36.67,"During your opponent’s next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance).",{R}●●,110
571,407,Team Rocket's Moltres ex,Evil Incineration,FIRE;COLORLESS;COLORLESS;COLORLESS,4,0,0.0,"Discard a Team Rocket’s Energy from this Pokémon. If you do, discard your opponent’s Active Pokémon and all attached cards.",{R}●●●,n/a
572,408,Team Rocket's Houndour,Steady Firebreathing,FIRE,1,20,20.0,,{R},20
573,409,Team Rocket's Houndoom,Cruel Coal,FIRE,1,0,0.0,Your opponent’s Active Pokémon is now Burned and Confused.,{R},n/a
574,409,Team Rocket's Houndoom,Scorching Fire,FIRE;COLORLESS,2,120,60.0,Discard an Energy from this Pokémon.,{R}●,120
575,410,Torchic,Collect,COLORLESS,1,0,0.0,Draw a card.,●,n/a
576,410,Torchic,Combustion,FIRE,1,10,10.0,,{R},10
577,411,Combusken,Combustion,COLORLESS,1,20,20.0,,●,20
578,411,Combusken,Double Kick,FIRE;COLORLESS,2,0,0.0,Flip 2 coins. This attack does 40 damage for each heads.,{R}●,40×
579,412,Blaziken,Heat Blast,COLORLESS;COLORLESS,2,70,35.0,,●●,70
580,412,Blaziken,Inferno Kick Flurry,FIRE;FIRE;COLORLESS,3,120,40.0,Discard 2 Energy from this Pokémon. This attack also does 120 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{R}{R}●,120
581,413,Heat Rotom,Singe,FIRE,1,0,0.0,Your opponent’s Active Pokémon is now Burned.,{R},n/a
582,413,Heat Rotom,Gadget Show,COLORLESS;COLORLESS,2,0,0.0,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.,●●,30×
